company_a,company_b,representative_text_a,representative_text_b,representative_path_a,representative_path_b,category
Anthropic,DeepSeek,"to exercise your rights, you or an authorized agent may submit a request bycontacting us. after we receive your request, we may verify it by requesting information sufficient to confirm your identity","to exercise your rights, you or an authorized agent may submit a request by emailing us <EMAIL> . to exercise your rights, you or an authorized agent may submit a request by emailing us at <EMAIL> after we receive your request, we may verify it by requesting information sufficient to confirm your identity",privacy_policies/new_unique_text_PP/Anthropic_PP/20260609035417/privacy.txt,privacy_policies/new_unique_text_PP/DeepSeek_PP/20260103103801/deepseek-privacy-policy.txt,"User Access, Edit and Deletion"
DeepSeek,OpenAI,rights depending on where you live and subject to,rights.depending on where you live and subject to,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250704000000/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20260513194909/index.txt,Other
Anthropic,OpenAI,"to communicate with you, including to send you information about our services and events",to communicate with you; including to send you information about our services and events,privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20231114221748/privacy-policy.txt,Other
OpenAI,xAI,"commercially reasonable technical, administrative, and organizational measures designed to protect personal data from loss, misuse, and unauthorized access, disclosure, alteration, or destruction. however, no","commercially reasonable technical, administrative, and organizational measures designed to protect personal information from loss, misuse, and unauthorized access, disclosure, alteration, or destruction. however, no",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250215010404/privacy-policy.txt,Data Security
DeepSeek,OpenAI,to protect your personal information from unauthorized access,to protect your personal information from unauthorized access,privacy_policies/new_unique_text_PP/DeepSeek_old_PP/20231208073102/DeepSeek%20Privacy%20Policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,Data Security
Anthropic,xAI,"internet or other electronic network activity information, including your","internet or other electronic network activity information, including your",privacy_policies/new_unique_text_PP/Anthropic_old_PP/20230309171545/legal.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Other
Alibaba,OpenAI,the privacy policy we may update this privacy policy from time to time,the privacy policy we may update this privacy policy from time to time,privacy_policies/new_unique_text_PP/Alibaba_old_PP/20250120114200/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,Policy Change
OpenAI,xAI,you interact with our social media pages. we,"you interact with our social media pages, we",privacy_policies/new_unique_text_PP/OpenAI_PP/20230227230602/privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,First-party Data Collection
Cohere,OpenAI,"following purposes, as described above:provide, analyze and","following purposes, as described above:provide, analyze, and",privacy_policies/new_unique_text_PP/Cohere_PP/20260412090021/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20260210054215/index.txt,Other
Anthropic,OpenAI,"to perform a contract with you, such as","to perform a contract with you, such as",privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Other
OpenAI,xAI,"if you communicate with us, we may collect your name, contact","if you communicate with us we may collect your name, contact",privacy_policies/new_unique_text_PP/OpenAI_PP/20230227230602/privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20231106075325/privacy-policy.txt,First-party Data Collection
Alibaba,OpenAI,protect the security of our systems and services - account information - user content,protect the security of our systems and services account information user content,privacy_policies/new_unique_text_PP/Alibaba_old_PP/20250120114200/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,Data Security
Anthropic,Mistral,our legitimate interests to promote our services and to,our legitimate interests to promote our services and to,privacy_policies/new_unique_text_PP/Anthropic_PP/20250901065737/privacy.txt,privacy_policies/new_unique_text_PP/Mistral_old_PP/20231211094117/Policy.txt,Other
Anthropic,xAI,"where applicable, we will collect your feedback (as defined in ourterms of service) regarding prompts and outputs, and use it under your authorization to train and improve our services. this might arise if, for example, you report that <PROVIDER> returned inaccurate information in an output, or","where applicable, we will collect your feedback (as defined in our terms of service). this might arise if, for example, in a given conversation with <PROVIDER> , you report that <PROVIDER> returned inaccurate information in an output or",privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250103080755/privacy-policy.txt,Model Training
Alibaba,Anthropic,"we appreciate feedback, including ideas and suggestions for improvement or rating an output in response to a prompt. if you rate an output in response to a prompt—for example, by using the thumbs up/thumbs down icon—we will store the related conversation as part of your feedback. communication information: if you communicate with us, such as via email or our pages on social media sites, we may collect personal data such as your name, contact information, and the contents of","we appreciate feedback, including ideas and suggestions for improvement or rating an output in response to an input (""feedback""). if you rate an output in response to an input—for example, by using the thumbs up/thumbs down icon—we will store the entire related conversation as part of your feedback. you can learn more about how we use feedbackhere. feedback on your use of our services: feedback communication information:if you communicate with us, including via our chatbot on our help site, we collect your name, contact information, and the contents of",privacy_policies/new_unique_text_PP/Alibaba_PP/20250425000000/Qwen.txt,privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,First-party Data Collection
Anthropic,DeepSeek,"interests to protect our business, employees and users","interests to protect our business, employees and users",privacy_policies/new_unique_text_PP/Anthropic_PP/20250901065737/privacy.txt,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,Data Security
DeepSeek,xAI,about our collection and use of your personal,about our collection and use of your personal,privacy_policies/new_unique_text_PP/DeepSeek_old_PP/20240323213732/DeepSeek%20Privacy%20Policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241117131907/privacy-policy.txt,First-party Data Collection
AI21,OpenAI,"legal obligations and to protect the rights, privacy","legal obligations and to protect the rights, privacy, safety, or property of our users, us, our affiliates, or any third party to comply with legal obligations and to protect the rights, privacy",privacy_policies/new_unique_text_PP/AI21_PP/20250729000000/index.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Third Party Sharing/Collection
