case_hash,occurrence_count,company_a,company_b,representative_text_a,representative_text_b,representative_path_a,representative_path_b,category
166c6ecca6e87e203a40d00072c478f166ee6459,2,OpenAI,xAI,"when you create an account with us, we collect information associated with your account, including your name, contact information, account credentials","when you create an account with us, we will collect information associated with your account, including your name, contact information, account credentials",OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,xAI_PP\20250124023459\privacy-policy.txt,First-party Data Collection
16e55168746f2e46f23df417b17dd0ff545365ee,3,Alibaba,OpenAI,protect the security of our systems and services - account,"protect the security of our systems and services to prevent fraud, criminal activity, or misuses of our services, and to protect the security of our systems and services account",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Data Security
171426bfbd3f3aa141dbce9184a5860258805877,1,Anthropic,OpenAI,"personal data for the following purposes: to provide, maintain and facilitate any products and services offered to you with respect to your <PROVIDER> account, which are governed by our terms of service; to communicate with you, including to send you information","personal data for the following purposes: to provide, analyze, and maintain our services, for example to respond to your questions for <PROVIDER> ; to improve and develop our services and conduct research, for example to develop new product features; to communicate with you, including to send you information",Anthropic_PP\20241219083518\privacy.txt,OpenAI_PP\20250627000000\privacy-policy.txt,Model Training
172a1fd3947d02d9673751e64543a345ef4b7c8a,3,DeepSeek,OpenAI,services. your consent when we ask for it,services. your consent when we ask for it,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Other
173737fedfd39bb90551caa488932481e68b97cc,12,OpenAI,xAI,"prompts and other content you upload, such as","prompts and other content you upload, such as",OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,xAI_PP\20250215010404\privacy-policy.txt,Model Training
1763c1554b017f3be361c22c7136e78e7c1d10b4,20,DeepSeek,OpenAI,"affiliates’, users’, or third parties’ rights, safety, and","affiliates’, users’, or third parties’ rights, safety, and",DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Third-Party Sharing/Collection
1822ea1a00c2d4f1c7d84fe8fe4a8bfedad4177f,66,Anthropic,xAI,information—but due to the technical complexity of,information — but due to the technical complexity of,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
18730f08c7b34a6f3e4b155f9232f1836e8d6ec1,30,Anthropic,OpenAI,"communicate with you, including to send you information","communicate with you, including to send you information",Anthropic_PP\20241219083518\privacy.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Other
1918753e761578969d997777e3a1825a75c317ca,4,AI21,Anthropic,you have the right to lodge a complaint with,"you have the right to lodge a complaint with the supervisory authority in the eu country in which you live or work. a full list of eu supervisory authorities’ contact details is available here . if you live or work in the <JURISDICTION> , you have the right to lodge a complaint with",AI21_PP\20250729000000\index.txt,Anthropic_old_PP\20230309171545\legal.txt,International & Special Audiences
1928e57d358d7e69b0a486be1f28084e984bed85,3,Alibaba,OpenAI,and to protect the security of our systems,"and to protect the security of our systems and services to prevent fraud, criminal activity, or misuses of our services, and to protect the security of our systems",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Data Security
1989eda36fee3e23668372ac4afbe2248c9732df,12,Alibaba,xAI,"you view or engage with, the features you","you view or engage with, the features you",Alibaba_old_PP\20250120114200\Qwen.txt,xAI_PP\20250215010404\privacy-policy.txt,Other
198d8404b88d2c631096db0ee4481c6547b3ec2d,8,Alibaba,OpenAI,"13. if you have reason to believe that a child under 13 has provided personal data to us through the services, please contact us through the channel disclosed in this privacy policy. we will investigate any notification and, if appropriate, delete the personal","13. if you have reason to believe that a child under the age of 13 has provided personal information to <PROVIDER> through the service, please email us at <EMAIL> . we will investigate any notification and if appropriate, delete the personal",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,Children's Privacy
19a2a7331944d1f5877781c56b16e7e320585dc0,48,DeepSeek,OpenAI,the right to withdraw your consent at any time,the right to withdraw your consent at any time,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,User Choice/Control
19b18f45771d47f0ceb7c926504b4bfbaa78af2f,3,OpenAI,xAI,"social media information: we have pages on social media sites like instagram, facebook, medium, x, youtube and linkedin. when you interact with our social media pages, we collect personal data that you choose to provide to us, such as your contact details (collectively, “social media information”). in addition, the companies that host our social media pages may provide us with aggregate information and analytics about our social media activity","social media information: we have pages on social media sites like instagram, facebook, medium, x, youtube and linkedin. when you interact with our social media pages, we collect personal information that you choose to provide to us, such as your contact details (collectively, “social data”). in addition, the companies that host our social media pages may provide us with aggregate information and analytics about our social media activity",OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,xAI_PP\20250103080755\privacy-policy.txt,Third-Party Sharing/Collection
19d7dec3d506c6c474a54aa694cd2059b155a48d,56,OpenAI,xAI,"service providers, including providers of hosting services, cloud","service providers including providers of hosting services, cloud",OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Third-Party Sharing/Collection
1a8d59371c6291e572baae3c75a3366da0587a8e,4,ByteDance,xAI,we cannot guarantee the security of your personal information,we cannot guarantee the security of your personal information,ByteDance_doubao_PP\20240529154215\privacy-policy.txt,xAI_PP\20231106075325\privacy-policy.txt,Data Security
1aa81d2a5a13524dac92403cae447766f8c3d5a1,5,ByteDance,xAI,we do not share your personal information with,we do not share your personal information with,ByteDance_doubao_PP\20240529154215\privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
1acbc8a91842cdf503258659ed9ba0edfda2f554,54,Anthropic,xAI,"and development, including developing new products and features","and development, including developing new products and features",Anthropic_PP\20240607083447\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
1ae3c0c38385172599723670a9cdab69395b4a5b,3,AI21,OpenAI,"legal obligations and to protect the rights, privacy","legal obligations and to protect the rights, privacy",AI21_PP\20250729000000\index.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Data Security
1b03e482c5588b0c7a5f7c7b1ce56a9b02c9193e,6,Anthropic,xAI,correction request and we will make every effort,correction request and we will make every effort,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,User Access/Edit/Deletion
1b13d29523b5489ad893e0639fe543ec61e646dd,8,Anthropic,xAI,"fraud, abuse, and other trust and safety protocols","fraud, abuse, and other trust and safety protocols; detecting, preventing, and enforcing violations of our terms including misuse of services, fraud, abuse, and other trust and safety protocols",Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241117131907\privacy-policy.txt,Data Security
1b8e19a5f2d4b522b02b4aaa2a1e67c39913d0a5,21,ByteDance,OpenAI,in a manner consistent with this privacy policy,in a manner consistent with this privacy policy,ByteDance_doubao_PP\20240529154215\privacy-policy.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,Other
1c1c287eb2b4a9bb486ec1b97f579679deae2ded,21,Alibaba,OpenAI,"the rights, privacy, safety, or property of our","the rights, privacy, safety, or property of our",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Other
1c4d2f1f7ba398cffcb988feed608ac6225b698d,11,Anthropic,OpenAI,we receive automatically from your use of the services when you,we receive automatically from your use of the services:when you,Anthropic_PP\20240225205441\privacy.txt,OpenAI_PP\20230227230602\privacy-policy.txt,Other
1c75b36bde4c7200e2e5642874c8e96c16ab327a,36,Anthropic,OpenAI,to send you information about our services and,to send you information about our services and,Anthropic_PP\20241219083518\privacy.txt,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,Other
